Target UniProt ID,Ligand ID,Label
P08173,drug28907,1
P32244,drug72041,0
P41594,drug32409,1
Q9HBX9,drug59137,1
P35353,drug32428,0
P35348,drug70334,1
O35659,drug71961,0
O95136,drug42171,0
Q9H255,drug3257,0
Q80Z39,drug35510,0
P51582,drug51449,0
P18901,drug57633,0
P30557,drug52307,0
P35348,drug22447,0
O08565,drug57943,0
P51679,drug23866,1
P34972,drug47058,0
P43220,drug51006,0
O14842,drug16252,1
P30556,drug30613,0
Q9JJL9,drug14624,0
P33533,drug21776,0
Q8VCK6,drug20009,0
Q62053,drug51336,0
P08173,drug9753,0
P59542,drug42657,0
P41145,drug35566,1
P08588,drug15785,1
Q14330,drug17733,0
P34972,drug57283,0
P47871,drug19936,0
Q5T6X5,drug20876,0
P41597,drug320,1
Q62035,drug8017,1
P35000,drug52922,0
Q96LA9,drug29638,1
P35349,drug21486,0
Q96RJ0,drug57187,1
P49286,drug23227,1
P47872,drug5876,0
O15303,drug9494,0
P41145,drug34319,1
Q9NYV9,drug25156,0
P30729,drug59057,0
Q61041,drug69310,0
P30989,drug29273,1
P28566,drug5914,0
P50406,drug6657,1
P35000,drug9454,0
Q91ZY2,drug36785,0
P34972,drug47008,0
P11229,drug10479,1
P23811,drug6762,0
P32239,drug18282,1
Q9Y2T6,drug66428,0
P23385,drug66009,0
P08483,drug44445,0
P34972,drug13060,1
P21453,drug70187,1
O43614,drug67488,1
Q9HC97,drug56275,0
P25090,drug29583,1
Q99835,drug22147,0
P21453,drug27194,1
P28223,drug39094,1
Q9NS67,drug57830,0
Q01726,drug5895,1
Q92847,drug44539,1
Q8TDU6,drug13518,1
O88854,drug37381,0
O15552,drug70482,0
P48546,drug66462,0
Q62053,drug36684,0
Q924T9,drug20786,0
Q13258,drug65481,0
P51679,drug913,0
Q9BZJ8,drug60004,0
Q9H3N8,drug56717,0
Q8TCW9,drug19653,0
Q15391,drug813,1
P50406,drug32377,1
O88626,drug9412,1
Q02284,drug1053,0
Q9HBX9,drug50220,1
P35351,drug42676,0
P47898,drug52830,0
P41594,drug71277,1
Q9Z0U9,drug18619,0
P41145,drug56419,1
Q04573,drug38635,0
Q9NYW2,drug61772,0
O15552,drug13385,1
Q15761,drug72085,1
P49190,drug19173,0
Q9GZQ4,drug53619,1
P56718,drug46717,0
Q96RI0,drug71679,1
P34969,drug8477,1
Q8K4Z6,drug35979,0
P51685,drug41105,1
P51679,drug40755,1
P43220,drug4675,0
P31424,drug36551,0
P08172,drug48747,0
Q9NYV7,drug18708,0
P21453,drug65722,1
P33766,drug66340,0
P18825,drug63190,1
P34972,drug44122,1
P08908,drug12142,1
O14842,drug37736,1
P70658,drug63116,0
P21453,drug33097,1
P34972,drug36464,1
O15303,drug43203,0
Q9Y2T6,drug35475,0
P30989,drug26216,1
P49651,drug39986,0
O43614,drug42395,1
P41968,drug17608,1
Q9Y5N1,drug35136,1
Q7Z601,drug18332,1
Q4KLH9,drug59020,0
P35367,drug34484,1
Q14833,drug70045,1
Q13639,drug20861,1
P35462,drug48722,1
P29275,drug36930,1
P32246,drug19852,1
Q60613,drug57793,0
Q6XKD3,drug49067,0
O00398,drug41706,0
Q9BXA5,drug55745,1
Q9HBX9,drug3031,1
P08908,drug16328,1
Q96RJ0,drug24835,1
P41594,drug15480,0
Q62928,drug15304,0
P32299,drug2621,0
P97583,drug53951,0
Q9BXA5,drug15459,0
Q9Y5X5,drug18545,0
P23811,drug31293,0
P49238,drug15961,0
Q60614,drug40958,0
Q9NS67,drug17928,0
P30875,drug44116,0
Q9Y5N1,drug1088,1
Q923Y7,drug22087,0
P20272,drug7155,0
Q9NYW4,drug22950,0
P33535,drug50605,0
P61168,drug4739,0
P56481,drug51267,0
P48303,drug12664,0
P21729,drug38931,0
Q9HBX9,drug11370,1
O95977,drug41996,1
P32300,drug27243,0
Q5QD16,drug20355,0
O43614,drug60019,0
Q9ERZ4,drug49539,0
P28221,drug70403,0
P14416,drug47152,1
P0DMS8,drug33137,1
Q63634,drug34465,0
Q63384,drug42201,0
P59540,drug23055,1
Q96RJ0,drug8255,1
Q99705,drug11392,1
P35351,drug20020,0
Q9H244,drug58624,1
Q99788,drug30608,0
P29276,drug23067,0
P25103,drug35773,1
P41968,drug28265,0
P30874,drug63814,1
O14842,drug3270,0
P34972,drug53551,1
P19327,drug18450,0
Q13255,drug841,1
Q99527,drug11671,0
P49286,drug11600,1
Q5T6X5,drug27150,0
P35353,drug40824,0
Q9BPV8,drug44400,0
Q9NYW5,drug15052,1
P55085,drug2884,1
O60755,drug21911,0
P49684,drug10637,0
Q63447,drug27715,0
P43220,drug23383,0
Q8TDV5,drug47154,1
P41143,drug4176,1
P41594,drug50875,1
P16610,drug60360,0
Q9Y5N1,drug7536,1
P35377,drug23521,0
P41587,drug24588,0
P21555,drug54297,0
P30935,drug18494,0
Q9BZJ8,drug62557,0
P47901,drug22975,1
P21917,drug54266,1
P29274,drug5239,1
P35372,drug57553,1
Q13255,drug45569,1
P34972,drug28827,1
P35372,drug38906,1
Q9HBX9,drug7011,1
P16610,drug58277,0
P32249,drug47000,1
P25961,drug43596,0
Q9HBX9,drug32635,1
Q6XKD3,drug55355,0
P35375,drug11418,0
P21462,drug20675,1
O14842,drug57217,1
Q14416,drug39218,1
P51810,drug49566,0
P46663,drug41993,0
P34972,drug24516,1
P43088,drug39350,0
P16177,drug12865,0
P61168,drug5211,0
O35881,drug33234,0
Q9UNW8,drug21698,0
P22909,drug33800,0
P48546,drug5423,1
P29274,drug31446,0
P59535,drug4476,0
Q969F8,drug47341,1
Q96RJ0,drug18768,0
P30680,drug18311,0
P47900,drug1580,1
P08908,drug25058,1
P21453,drug16934,1
P31391,drug71207,0
P59542,drug38621,0
Q8TDS5,drug12959,0
P25021,drug27807,1
P47752,drug11765,0
Q9H3N8,drug21131,0
P32245,drug67893,1
P50052,drug36620,0
P35462,drug36273,0
Q16602,drug48596,0
O95838,drug70598,0
P47900,drug56609,1
Q9HC97,drug59361,0
P37288,drug28767,0
P50406,drug39103,1
P46663,drug1800,1
P29274,drug9839,1
Q8TDS7,drug26327,0
P97639,drug42903,0
Q9NYV9,drug72488,0
P46095,drug20942,1
P41968,drug6219,0
Q9JL21,drug4497,0
P59534,drug1465,0
Q9NYW6,drug70073,0
Q16581,drug65367,0
P20272,drug8039,0
Q60613,drug14016,0
O43613,drug10083,1
P70263,drug40562,0
P30872,drug9421,0
P11229,drug26862,1
O75084,drug9787,0
Q6NS65,drug8301,0
P11229,drug3022,1
Q9H461,drug20263,0
P25116,drug48705,1
Q9H255,drug56515,0
Q9GZN0,drug16214,1
P29276,drug50490,0
O88626,drug45389,0
P28335,drug13495,0
Q8TDV5,drug34017,1
O60883,drug30986,0
P13945,drug44353,1
Q99705,drug31924,1
O08565,drug19254,0
P21453,drug33893,1
Q92847,drug13626,1
P08913,drug24520,1
Q9GZQ6,drug34868,0
Q96RI0,drug12416,1
Q9HB89,drug51138,0
P51679,drug6028,0
Q9BXA5,drug42552,0
P0C0L6,drug31095,0
P0DMS8,drug56696,1
Q02284,drug50845,0
P30542,drug24465,0
P30542,drug19439,0
P32247,drug44079,1
P20272,drug40844,0
P34975,drug50851,0
O15552,drug45566,0
P25106,drug66343,0
Q8TDV5,drug59038,1
P51681,drug57984,1
Q9EP66,drug71766,0
Q9NS75,drug67797,0
Q9HBX9,drug45386,1
Q96LB2,drug64157,0
P43117,drug68696,0
O00574,drug6768,0
Q9Y5N1,drug66408,1
P21453,drug68486,1
Q9NYW0,drug43636,0
P49684,drug66169,0
P70658,drug48002,0
Q14832,drug59004,1
Q8TDU9,drug29914,1
Q61125,drug24653,0
Q96LB2,drug3369,0
Q8TDS4,drug13597,1
P30988,drug39614,0
P51686,drug13977,0
Q96RJ0,drug71313,1
Q14833,drug14813,1
Q5T6X5,drug41514,0
P32239,drug30366,0
P49682,drug52479,1
P32245,drug13072,1
Q14416,drug29958,1
P41595,drug47954,1
P41146,drug1007,1
P29274,drug6828,1
Q7TMA4,drug68040,0
P35377,drug62106,0
P29275,drug31247,1
P30936,drug26657,0
P31423,drug48871,0
Q92847,drug69562,1
P21730,drug47468,1
P49683,drug66998,0
O43614,drug31423,1
P61073,drug42993,1
Q14833,drug18684,1
P08485,drug54566,0
P43119,drug3133,1
P29274,drug67406,1
P35348,drug68190,1
Q13639,drug40264,1
P41587,drug35607,0
Q8K4Z6,drug50117,0
Q9HBX9,drug58775,1
Q9HBX9,drug14578,1
O08790,drug42370,0
Q61616,drug1977,0
P30968,drug37202,0
Q33BM1,drug55433,0
Q96P65,drug34187,0
P29275,drug15695,1
O43614,drug38047,0
P32249,drug60355,0
P23945,drug8312,0
P49651,drug36859,0
P30987,drug42998,0
Q15391,drug49657,0
Q9NYV9,drug41538,0
P41594,drug24232,1
Q14416,drug64312,0
Q13258,drug10179,0
Q99705,drug18863,0
Q2AC31,drug45256,0
Q62035,drug5144,0
P51684,drug58590,0
Q16581,drug7829,1
P29274,drug40806,1
Q96RI0,drug31285,1
P08913,drug31303,1
Q9NPC1,drug17694,0
P35348,drug1123,1
P08172,drug61740,1
O43613,drug71436,1
Q9HBX9,drug39557,1
P30542,drug64694,1
P19020,drug9442,1
Q9BXC1,drug9883,0
P21730,drug66462,0
Q6NS65,drug70441,0
P49684,drug37371,0
Q8WXD0,drug63231,0
Q16581,drug38246,0
Q9HBX9,drug29360,1
O00222,drug22656,0
Q80Z39,drug4721,0
P28335,drug63499,1
Q13258,drug56854,1
Q62053,drug47870,0
O14842,drug16485,1
O43614,drug14834,1
Q9BZJ8,drug48033,0
Q01726,drug17371,1
P34972,drug44808,1
P21554,drug55296,0
P41594,drug9261,1
O60353,drug54356,0
P30966,drug9087,0
P70310,drug50176,0
Q96RI0,drug34107,1
P25961,drug53001,0
Q9HBX9,drug26997,1
P07550,drug9456,1
P08172,drug59269,1
P30551,drug12240,0
P48145,drug62380,0
P15823,drug4616,0
P49146,drug27665,1
P28335,drug47368,1
P35462,drug18595,1
P31387,drug42875,0
O00222,drug9257,0
Q5NUL3,drug41066,1
P28223,drug22933,1
P30518,drug50794,1
Q96LA9,drug19408,1
Q7TQN8,drug50913,0
P10608,drug15237,0
P41594,drug53374,1
P29276,drug57761,0
P41594,drug37015,1
P32302,drug39670,0
P28222,drug11539,0
P28335,drug22257,1
P41594,drug48105,1
P47898,drug51708,0
Q33BM1,drug62486,0
Q15722,drug71866,0
Q9BXC0,drug13952,0
P41145,drug28989,0
P59543,drug50188,0
P20309,drug70305,1
Q4KLH9,drug5079,0
P10608,drug60479,0
O43193,drug21184,0
P48145,drug25510,0
Q9NS67,drug17987,0
P08485,drug48325,1
Q9NS75,drug65642,0
Q03431,drug31404,1
P47775,drug59274,0
P08482,drug7146,0
P35367,drug13186,0
P19020,drug34390,1
P30557,drug40444,0
Q91ZY1,drug62991,0
Q91X56,drug2794,0
P08482,drug3126,0
Q9H3N8,drug20136,1
P34995,drug40502,1
Q63634,drug55286,0
P35348,drug67054,1
Q62053,drug62287,0
O15552,drug70183,0
P21555,drug48785,0
P30550,drug21116,0
O43613,drug11095,1
P35462,drug65482,1
P21731,drug6754,1
P46095,drug43048,1
P35408,drug37271,1
P11229,drug7170,1
P30556,drug22679,1
O88855,drug6365,0
P29274,drug9765,1
Q9Y2T6,drug39702,0
P21453,drug22172,1
P14416,drug27728,1
P41968,drug56604,1
P51681,drug61768,1
P26255,drug22136,0
P41145,drug23016,0
P50406,drug1237,0
P25099,drug522,0
Q92847,drug53959,0
Q96LA9,drug69337,0
Q9HBX9,drug34929,1
Q14416,drug53123,1
O08725,drug69925,1
Q9JL06,drug8744,0
P51686,drug65078,0
Q8TDU6,drug44613,1
Q96P68,drug57815,0
Q8TDV5,drug44878,1
Q8TDS4,drug50414,1
P61073,drug16013,1
P24530,drug18178,0
Q9HBX9,drug64088,1
Q9HBX9,drug64043,1
P30556,drug57063,1
Q969V1,drug54248,0
P59534,drug70877,1
Q9NPC1,drug5959,0
Q9HBX9,drug172,1
P50406,drug18849,1
O43613,drug27547,1
P25116,drug37303,1
O43614,drug44587,1
Q9JL21,drug50580,0
O43193,drug71526,1
P21728,drug62176,1
P30940,drug48627,0
Q91ZB8,drug72328,0
Q9HBX9,drug71161,1
P19328,drug41386,0
P32745,drug14028,0
P30554,drug70937,0
Q9JKM5,drug8134,0
Q16602,drug8714,1
P30542,drug71382,1
P47871,drug21394,1
P18089,drug280,1
P07550,drug35681,1
O43613,drug36608,1
P31424,drug7698,0
P08588,drug44574,1
Q7TMA4,drug59542,0
Q99835,drug66828,1
Q9UP38,drug39565,0
P25929,drug16075,0
Q9R1K6,drug48391,0
P55085,drug36921,1
Q99705,drug38904,1
P41586,drug27639,0
P28646,drug33516,0
P25090,drug38143,0
Q61125,drug37713,0
P35372,drug24631,1
Q8TDV5,drug59672,1
P21453,drug62143,1
P30082,drug52163,0
Q13255,drug37875,1
Q99705,drug47363,1
P21462,drug62068,1
P19327,drug23319,0
P25101,drug36181,1
O14842,drug60496,1
P30557,drug14110,0
P59535,drug25232,0
P30554,drug7130,0
Q14831,drug19246,0
O54798,drug67012,0
Q9UNW8,drug45208,0
Q62758,drug60281,0
P41231,drug34117,0
P51686,drug4290,0
Q8TDS4,drug71876,1
P51677,drug24373,1
Q9GZN0,drug11814,0
P30560,drug23660,0
Q9HBX9,drug16373,1
P35372,drug51605,1
Q5QD15,drug55584,0
P48039,drug58032,1
P34972,drug32617,1
Q96RI0,drug41785,1
Q14416,drug44171,1
P41143,drug3676,0
P30989,drug24030,1
Q9BXC1,drug50618,1
Q8TDV5,drug66637,1
O43193,drug23505,1
P43116,drug34835,1
P29274,drug42089,1
Q01717,drug32995,0
P08913,drug6852,1
P33766,drug6529,0
O43603,drug50666,0
Q8TDS5,drug52311,1
Q3UVX5,drug3405,0
P32245,drug28201,0
P34972,drug4802,1
P59539,drug32430,0
P55085,drug46026,1
O75084,drug3258,0
P30543,drug72525,0
Q9ERZ4,drug28341,0
P41597,drug14148,0
O88626,drug4201,0
Q96RI0,drug28931,1
P29274,drug28415,1
O95977,drug24128,1
P46095,drug53942,1
P19020,drug65495,0
O60755,drug13484,1
Q02284,drug43044,0
O43603,drug57514,1
O14842,drug72163,1
P29275,drug68206,1
P11229,drug56211,1
O43613,drug18966,1
Q14330,drug49198,0
Q9HBX9,drug41122,0
P50406,drug10570,0
P21731,drug12314,1
P18090,drug4923,0
P46091,drug6718,0
P41145,drug2127,1
Q13255,drug1989,0
P41145,drug40417,1
P35364,drug52414,0
P61073,drug12301,1
O43614,drug28246,1
P47871,drug58931,0
P31387,drug69889,0
Q9H228,drug17537,1
P41594,drug25413,1
P33535,drug33176,1
P34972,drug25322,0
Q99705,drug71193,1
P08173,drug66353,1
O60353,drug4395,0
Q9NYW7,drug2806,0
Q9HBX9,drug69976,1
Q924T9,drug71376,0
P41968,drug42134,1
O95838,drug20403,0
Q01726,drug18501,1
P59537,drug57457,0
O35881,drug5321,0
Q9BZJ6,drug40612,0
P28223,drug8106,1
P50406,drug53733,1
Q99677,drug21136,0
P59540,drug54484,0
P41587,drug46040,0
Q03431,drug67581,0
P30938,drug64739,0
P13945,drug31775,0
P47937,drug67149,0
Q9HBX9,drug66163,1
Q92633,drug49333,0
Q9HBX9,drug50719,1
O43613,drug47803,1
P30935,drug13898,0
O08790,drug11542,0
P21917,drug32888,1
Q9H1C0,drug40461,1
P30731,drug42763,0
P20309,drug21702,0
P25105,drug37343,1
P32246,drug56375,1
P32248,drug67903,0
Q62053,drug42076,0
P14416,drug26911,1
P41180,drug70264,1
P34969,drug65546,1
P47901,drug47186,1
P30936,drug5488,0
P70536,drug8001,0
P49019,drug40420,0
P32304,drug48685,0
P59540,drug44062,0
P08908,drug5346,1
Q5NUL3,drug14595,0
P21917,drug26985,1
P28336,drug32079,0
P46095,drug55090,1
P21728,drug69524,0
Q13304,drug13738,1
P35372,drug4996,1
P35408,drug37135,1
P51681,drug72172,1
P24530,drug54117,1
Q9H255,drug62745,0
Q01726,drug12989,1
P34972,drug43422,1
P21453,drug385,1
P30543,drug55804,1
P33533,drug29394,0
P46095,drug27088,1
P49683,drug69197,1
Q13324,drug30898,0
Q8TDV5,drug19961,1
P47936,drug37765,0
Q969F8,drug11993,0
Q9HBX9,drug47895,1
Q15761,drug50129,1
Q99788,drug34363,0
Q9UPC5,drug16883,0
Q9Y5N1,drug41522,1
P35414,drug48680,0
Q7Z601,drug68665,1
P49684,drug42225,0
P28221,drug67809,1
O60883,drug29579,0
Q14833,drug28508,1
Q9HBX9,drug66548,0
P41594,drug32051,1
P48974,drug9703,0
Q04573,drug2541,0
Q60612,drug54087,1
Q14416,drug19465,1
P41594,drug3474,1
P41595,drug30075,1
P46095,drug10037,1
P49683,drug33136,1
P08912,drug53020,1
P43220,drug33376,1
Q92847,drug57645,1
P51683,drug31105,0
Q9H244,drug68996,1
Q8TDS4,drug3984,1
P08912,drug21211,0
P41145,drug45714,1
Q9Y5X5,drug28099,0
Q99705,drug32117,1
Q15722,drug7840,1
P10980,drug50702,0
P25090,drug71107,0
P13945,drug4949,1
Q9H3N8,drug1265,1
Q14416,drug66948,1
P43116,drug66137,1
O14843,drug62179,0
P32745,drug66623,1
P61073,drug48532,1
P48039,drug6338,1
Q91ZY1,drug37282,0
Q96RI0,drug12894,1
O14843,drug40678,0
P21453,drug6052,1
P51685,drug55516,0
P28565,drug6087,0
P21453,drug42254,1
Q60613,drug51437,0
P18825,drug48609,0
P48145,drug63325,0
P21554,drug36895,0
Q969F8,drug8963,0
P29274,drug50399,1
Q8TDU6,drug30072,1
P0DMS8,drug56748,1
P22888,drug62079,1
P08908,drug20670,1
Q96LA9,drug39823,1
Q9Y271,drug10033,0
P34972,drug45433,1
Q62928,drug18172,0
P49682,drug65733,1
Q9H255,drug43834,0
Q00788,drug38213,0
Q9HBX9,drug1757,1
Q6DWJ6,drug11296,0
P25021,drug67268,1
P41146,drug32935,1
O35811,drug22454,0
Q8TDS7,drug10793,0
P21453,drug26420,0
P32246,drug61041,0
P29274,drug61804,1
P21462,drug3221,1
P28223,drug22950,1
P33766,drug48910,0
Q99835,drug10326,0
P29275,drug14505,0
P61793,drug59177,0
P18825,drug52978,0
P46093,drug49451,0
Q924T9,drug34588,0
Q63371,drug1408,0
P0DMS8,drug20707,1
P47872,drug28870,0
P28223,drug45330,1
P21554,drug12273,0
P08172,drug63488,1
Q9Y5Y4,drug2617,1
Q8TDU6,drug24777,0
P35408,drug57773,0
P30411,drug64207,1
P29275,drug12333,1
P18825,drug45684,0
Q8WXD0,drug68501,0
P58406,drug4533,0
Q6YNI2,drug19061,0
P08909,drug69389,0
P21462,drug14299,0
P41968,drug25317,0
P0C0L6,drug321,0
Q9GZQ6,drug1959,0
Q16602,drug1522,0
Q9BZJ6,drug259,0
Q8BZP8,drug30976,0
P30542,drug703,1
Q9HBX9,drug15402,1
P19328,drug63893,0
P41143,drug26197,1
P49683,drug58818,1
P35372,drug2561,1
P35372,drug4086,1
P07550,drug32581,1
P21453,drug58694,1
P43116,drug48371,0
Q9NQS5,drug14850,0
Q91ZY1,drug61598,0
P46663,drug33109,1
P47937,drug9484,0
Q9H244,drug20525,0
P28335,drug50247,1
P21729,drug31300,0
Q15077,drug42297,1
P32745,drug56832,0
Q9Z0U4,drug684,0
Q92847,drug15400,1
O43614,drug14,1
Q9NQS5,drug38179,1
Q9UBY5,drug55558,0
P28647,drug31037,0
P07550,drug26539,1
P35348,drug38552,1
P14416,drug45420,1
P41145,drug25250,1
P41594,drug29429,0
P41145,drug33682,1
P13945,drug29917,1
P41145,drug56512,1
Q96RI0,drug71938,1
P30559,drug56992,1
P41143,drug57450,1
P32304,drug11972,0
Q99705,drug42548,1
P08908,drug25083,1
P21462,drug21227,0
P11229,drug38382,1
P08911,drug62111,0
P32215,drug45235,0
P46093,drug45711,0
P32247,drug53883,1
Q14416,drug49124,1
P08588,drug67106,1
O35659,drug13869,0
P32745,drug20536,1
P46663,drug28682,0
Q14831,drug29604,0
P35372,drug31372,1
Q63384,drug59387,0
P29371,drug48649,0
P08588,drug71467,1
P11229,drug43470,1
Q14833,drug7629,1
P49286,drug27034,1
Q9HC97,drug68381,1
Q8K4Z6,drug21597,0
P08173,drug18013,1
O15552,drug31013,0
P30083,drug71977,0
P28222,drug66232,1
P70597,drug49028,0
P25101,drug49760,1
Q9UKP6,drug36856,0
P97583,drug33634,0
Q16602,drug10563,1
Q9UBY5,drug42331,0
P21453,drug60818,1
P04201,drug16724,0
Q9HBX9,drug3750,1
P47900,drug39393,0
P35348,drug42566,1
P21761,drug23684,0
P41594,drug20104,1
P07550,drug30230,1
P34972,drug54925,1
P41594,drug36213,1
P32245,drug40462,0
O43614,drug45911,0
P35375,drug62271,0
P30559,drug39740,0
P30542,drug71920,1
Q8K418,drug7879,0
P35408,drug42738,1
P28335,drug64543,1
P59535,drug24545,0
P21453,drug26527,1
P29274,drug27072,1
